PodcastName,Epizoda,EpisodeUUID,Měsíc,RedCircle_Downloads,PodcastUUID
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 17: Nejkrásnější knihovna světa,5cf3637d-530e-47ae-943d-3ab883bc2ec5,2025-12,16,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 2: Slavnost v Kanálské zahradě,c04589e0-5d72-45a1-937d-be65724f8dcb,2025-12,15,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 16: Panna Maria kontra Jiří z Poděbrad,c85e9c0b-cd03-4080-9f59-1d577aab8604,2025-12,12,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 3: O tandlmarku,b57af140-da5b-438c-9659-1c310485c1d7,2025-12,10,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 5: Barvířský ostrov,8da482a1-6471-473a-8d9e-39a8691201de,2025-12,9,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 18: Jak byl obnovován magistrát,69246995-f3de-4e7f-868b-30e0526fd111,2025-12,8,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 11: Židovský průvod,8b9f9b08-0b6c-49bd-9d41-6bbe607e1bf9,2025-12,8,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování  s Pavlem Suchanem - 8. díl,b52a7f74-48a4-4651-8f47-da4d65901628,2025-12,8,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 19: O nebožce lotynce,cc957928-916b-4de7-bf30-7e6663468c21,2025-12,8,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 14: Papouškové lázně,dd310399-1faa-4e7d-a321-b735e389c235,2025-12,7,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 15: Dopis z roku 1819,9b855a54-b63e-4bb9-8c56-847462448076,2025-12,6,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 10: Dva starobylé domy malostranské,accf8bce-195c-4dc7-b124-fdf8c189202f,2025-12,6,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 8: Pražské Jezulátko,4b0d2be4-d298-4fe5-9900-e80f44d44585,2025-12,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 7: O Valdštejnském paláci,79301095-8b86-42a9-a7c2-bf3990326908,2025-12,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 1: Tři mrtvoly ve sklepě,a5e59038-113b-4d48-9f85-df2b6c4a90c8,2025-12,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 13: O domě vusínském aneb redutním,a99227ea-759e-4997-87aa-7850eb454341,2025-12,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 3: Chocholouš,0eb99b19-0715-4fe2-bba7-2958ad5d9ada,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 6: Zahrady za Koňskou branou,21d5add2-7431-462c-93e0-445c91e23672,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Hanuš Hackenschmied – U ledové víly | Kapitola 1: O třech princeznách v Modré hoře,709bd8f6-bfbc-4ba8-bae0-ced600ea2610,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 12: Pražské písně lidu vojenského,7ef786fd-3b8e-4351-aef0-b4ab3e7387c3,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 2: Boží prsty,aa4da08d-577e-4bf3-900b-35c80315cda0,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 9: Paladium země České,c0f099d5-6c21-4f2f-adbf-3cf6756c52f4,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 20: Vánoce! Vánoce!,d310fefd-5cf0-434b-81b6-6df95d8f141d,2025-12,4,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,"Literatura, jazyky a cestování – Miroslav Černý | Pestrá země",1e35eaed-a4a2-4b51-87d4-5a921373ad6c,2025-12,3,db34815d-cb0d-4955-b702-876ab545034b
Mariánská listování,Mariánská listování s Janem Smigmatorem - 7. díl,29b70906-88e4-46c0-97ef-8c02fdc4f4b2,2025-12,3,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 5: Němá láska poručíka Klanga,4209e9c9-a742-4bb9-aa0f-0cbf564707aa,2025-12,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 4: Ze zašlých dob,423bd5b1-1d39-4c84-ba7e-898e75834376,2025-12,3,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s manželi Tichotovými - 9. díl,7cf1a5f2-771a-4b0c-8434-9af6373f8cfa,2025-12,3,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Pestrá země,Jan Křesadlo – Václav Z. J. Pinkava | Pestrá země,a7c93c4e-095e-46a2-a52c-b73a43c066bc,2025-12,3,db34815d-cb0d-4955-b702-876ab545034b
Pestrá země,Literární rezidence a alternativní scéna – Hana Ludíková | Pestrá země,a69c4253-6889-4667-bf7b-938211437bb1,2025-12,2,db34815d-cb0d-4955-b702-876ab545034b
Mariánská listování,Mariánská listování s Evou Chodějovskou - 4. díl,07ac3070-cf95-450e-85a4-1d4803850da1,2025-12,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 4.,454f6d65-7539-42bc-97ff-62888dd0f2e5,2025-12,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování: Česká škola v Chicagu - 5. díl,d53a5106-02d1-4f85-a08f-024bc2595c2a,2025-12,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Historie mezi řádky,Samostatná Ukrajina,f517b010-08fa-4162-90aa-c6f0cc69dc68,2026-01,72,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Poslední svobodné volby,e5c42804-be3d-469b-a5a9-06d18754694b,2026-01,43,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Temná druhá republika,b2b1e1b1-46e9-4a2d-958a-4c1350904546,2026-01,39,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Nacistická propaganda v ČSR,26db35ae-e0cb-4aef-a97d-58071ae3ef55,2026-01,38,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Byl Adolf Hitler komunista?,b25a9d89-fa4f-43f5-bc61-8926cda60cc7,2026-01,37,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Španělská občanská válka,cf65bf9b-7686-4849-893a-aa027cb794c2,2026-01,34,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Edvard Beneš – padouch nebo hrdina? I. část,8d8f31a9-7e24-4067-8a1a-046c01625b58,2026-01,33,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Od Královce ke Kaliningradu,feca4c44-09bc-4dba-9eaf-0bad07b103dd,2026-01,27,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Generál Josef Šnejdárek - velitel senegalských lidojedů,4d724f75-6b49-4706-8c32-604fc159c5b3,2026-01,26,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Hitlerova cesta k moci - i Hitlera si zvolili demokraticky,eb5ca8ec-14e6-42e0-bfc2-7024697134a8,2026-01,25,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Čeští Němci v roce 1918,6f7601fa-72ce-4e30-84d7-c7aca8b0f54d,2026-01,24,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Československá kolonie Togo – mýtus nebo skutečnost?,361531d8-7725-4374-9e32-8609fcf19552,2026-01,23,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Kudy povedou hranice republiky?,0a1d104e-eeb2-4fac-84b6-d3c6eaf3bcff,2026-01,21,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Edvard Beneš – padouch nebo hrdina? II. část,9b4403cb-9d3e-4464-a8bd-b42a0d694fa4,2026-01,21,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,6a4f841d-14e4-4cd2-96b8-9cfc89d6cc8e,2026-01,11,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 22: Nejkrásnější hřbitůvek,3ae4d3b1-39af-4d16-9720-af2908fdad54,2026-01,9,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s manželi Tichotovými - 9. díl,7cf1a5f2-771a-4b0c-8434-9af6373f8cfa,2026-01,9,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Mariánská listování,Mariánská listování s Michalem Brožou - 10. díl,e11a5b6f-9e52-4725-a79f-c4e0319f7e3b,2026-01,9,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 24: O čtyřech oběšencích,6c7b0f52-563a-4fd0-b1e1-473e345dd7c8,2026-01,8,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 23: Móda ve středověké Praze,7406365e-5e89-451e-9c2f-bac96797a5b6,2026-01,8,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,Jan Křesadlo – Václav Z. J. Pinkava | Pestrá země,a7c93c4e-095e-46a2-a52c-b73a43c066bc,2026-01,7,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 14: Papouškové lázně,dd310399-1faa-4e7d-a321-b735e389c235,2026-01,6,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 8: Pražské Jezulátko,4b0d2be4-d298-4fe5-9900-e80f44d44585,2026-01,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 20: Vánoce! Vánoce!,d310fefd-5cf0-434b-81b6-6df95d8f141d,2026-01,5,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 6: Zahrady za Koňskou branou,21d5add2-7431-462c-93e0-445c91e23672,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 4: Ze zašlých dob,423bd5b1-1d39-4c84-ba7e-898e75834376,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 6: Plavba paní Suchánkové do Ameriky,44749a82-adc5-4b10-980a-495efd4280c6,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 7: O Valdštejnském paláci,79301095-8b86-42a9-a7c2-bf3990326908,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 1: Tři mrtvoly ve sklepě,a5e59038-113b-4d48-9f85-df2b6c4a90c8,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 3: O tandlmarku,b57af140-da5b-438c-9659-1c310485c1d7,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 9: Paladium země České,c0f099d5-6c21-4f2f-adbf-3cf6756c52f4,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 1: O kapli Betlémské,e3b6ad25-148c-4c30-b524-33817ff66c32,2026-01,4,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 3: Chocholouš,0eb99b19-0715-4fe2-bba7-2958ad5d9ada,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 4: Pověsti o Staronové škole,10757da8-7045-403d-8b24-6b81fb482289,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 5: Němá láska poručíka Klanga,4209e9c9-a742-4bb9-aa0f-0cbf564707aa,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Helenou Koutnou - 2. díl,481319cd-fc9f-47c5-b7af-64eba9b194ad,2026-01,3,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Hanuš Hackenschmied – U ledové víly | Kapitola 1: O třech princeznách v Modré hoře,709bd8f6-bfbc-4ba8-bae0-ced600ea2610,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 11: Židovský průvod,8b9f9b08-0b6c-49bd-9d41-6bbe607e1bf9,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 2: Slavnost v Kanálské zahradě,c04589e0-5d72-45a1-937d-be65724f8dcb,2026-01,3,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 1.,054991e3-4785-4325-8c61-53b612553b0b,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,"Literatura, jazyky a cestování – Miroslav Černý | Pestrá země",1e35eaed-a4a2-4b51-87d4-5a921373ad6c,2026-01,2,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 3.,429d8e29-e6fa-4b15-9e9f-949763c01147,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 4.,454f6d65-7539-42bc-97ff-62888dd0f2e5,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listovaní s Kristýnou Kůstkovou - 1. díl,59602ff3-cd19-4174-b7b8-0b40a7f1ee32,2026-01,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 17: Nejkrásnější knihovna světa,5cf3637d-530e-47ae-943d-3ab883bc2ec5,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 5: Barvířský ostrov,8da482a1-6471-473a-8d9e-39a8691201de,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Pestrá země,Literární rezidence a alternativní scéna – Hana Ludíková | Pestrá země,a69c4253-6889-4667-bf7b-938211437bb1,2026-01,2,db34815d-cb0d-4955-b702-876ab545034b
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 2: Boží prsty,aa4da08d-577e-4bf3-900b-35c80315cda0,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování  s Pavlem Suchanem - 8. díl,b52a7f74-48a4-4651-8f47-da4d65901628,2026-01,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Mariánská listování,Mariánská listování s Ivanou Bozděchovou - 3. díl,be4eb0f9-6272-4491-8102-a50f38d1ad76,2026-01,2,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 19: O nebožce lotynce,cc957928-916b-4de7-bf30-7e6663468c21,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Poláček – Čtrnáct dní na vojně | Část 2.,f5e96d47-2ba1-44f3-8d86-c8512d43b060,2026-01,2,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Evou Chodějovskou - 4. díl,07ac3070-cf95-450e-85a4-1d4803850da1,2026-01,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 7: Podivuhodný příběh Karla Straširybky,1f86e73e-0b20-45ff-9bee-0c3ad22f9f97,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování s Janem Smigmatorem - 7. díl,29b70906-88e4-46c0-97ef-8c02fdc4f4b2,2026-01,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 18: Jak byl obnovován magistrát,69246995-f3de-4e7f-868b-30e0526fd111,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 12: Pražské písně lidu vojenského,7ef786fd-3b8e-4351-aef0-b4ab3e7387c3,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 15: Dopis z roku 1819,9b855a54-b63e-4bb9-8c56-847462448076,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 13: O domě vusínském aneb redutním,a99227ea-759e-4997-87aa-7850eb454341,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 10: Dva starobylé domy malostranské,accf8bce-195c-4dc7-b124-fdf8c189202f,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 16: Panna Maria kontra Jiří z Poděbrad,c85e9c0b-cd03-4080-9f59-1d577aab8604,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 9: Jak vraždila rakouská byrokracie naše nejlepší lidi,ccbd1c14-b473-4111-95ec-1d17f0c9f3a2,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Mariánská listování,Mariánská listování: Česká škola v Chicagu - 5. díl,d53a5106-02d1-4f85-a08f-024bc2595c2a,2026-01,1,0fe8348e-fbb1-43d1-afd5-a519d36aaac9
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 8: Duch nebožtíka Hroudy,f4142b89-77e3-4a1c-bd30-6b37f4fc2cbb,2026-01,1,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Samostatná Ukrajina,f517b010-08fa-4162-90aa-c6f0cc69dc68,2026-02,29,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Španělská občanská válka,cf65bf9b-7686-4849-893a-aa027cb794c2,2026-02,25,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Temná druhá republika,b2b1e1b1-46e9-4a2d-958a-4c1350904546,2026-02,24,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Generál Josef Šnejdárek - velitel senegalských lidojedů,4d724f75-6b49-4706-8c32-604fc159c5b3,2026-02,22,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Edvard Beneš – padouch nebo hrdina? I. část,8d8f31a9-7e24-4067-8a1a-046c01625b58,2026-02,22,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Edvard Beneš – padouch nebo hrdina? II. část,9b4403cb-9d3e-4464-a8bd-b42a0d694fa4,2026-02,21,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Nacistická propaganda v ČSR,26db35ae-e0cb-4aef-a97d-58071ae3ef55,2026-02,20,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Byl Adolf Hitler komunista?,b25a9d89-fa4f-43f5-bc61-8926cda60cc7,2026-02,17,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Poslední svobodné volby,e5c42804-be3d-469b-a5a9-06d18754694b,2026-02,17,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Československá kolonie Togo – mýtus nebo skutečnost?,361531d8-7725-4374-9e32-8609fcf19552,2026-02,16,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Historie mezi řádky,Čeští Němci v roce 1918,6f7601fa-72ce-4e30-84d7-c7aca8b0f54d,2026-02,16,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Domovní důvěrník 2.0 – Jiří Krišpin | Z-ai-mavý spisovatel,8e535f50-130b-412c-b16b-d47062a617c3,2026-02,16,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Od Královce ke Kaliningradu,feca4c44-09bc-4dba-9eaf-0bad07b103dd,2026-02,16,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 26: Pražská móda empírová,7cea19af-6bc6-49f2-9099-e2759ce9472a,2026-02,15,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 27: Zpěváčkové,cabbd2dc-442c-4d1f-bc69-812c3a79147b,2026-02,13,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Hitlerova cesta k moci - i Hitlera si zvolili demokraticky,eb5ca8ec-14e6-42e0-bfc2-7024697134a8,2026-02,13,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 25: Život vojenský – život veselý,f79ac385-d054-4701-bacd-d14449b41ffa,2026-02,13,122228e9-4fc6-4674-b257-cf90262939ea
Historie mezi řádky,Kudy povedou hranice republiky?,0a1d104e-eeb2-4fac-84b6-d3c6eaf3bcff,2026-02,12,c017c8f2-b93f-4d3c-89f9-1dfa9ae7e8b2
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 28: Jak přijel do Prahy první vlak,17ae9aa1-a020-4aad-93ab-4390910eff79,2026-02,11,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Přiznání algoritmu – Michaela Liegertová | Z-ai-mavý spisovatel,a44d1771-be0c-4426-b086-1180a4682fe6,2026-02,10,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Algoritmus kávy – Petr Šimeček | Z-ai-mavý spisovatel,5ec7de8d-a267-4176-a304-0cefe14d5f11,2026-02,9,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Hledání slov – Jana Šindlerová | Z-ai-mavý spisovatel,84cc2a0e-373b-4dd2-bd42-7d10c62d4661,2026-02,9,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Karel Hádek – Čtení o staré Praze | Kapitola 24: O čtyřech oběšencích,6c7b0f52-563a-4fd0-b1e1-473e345dd7c8,2026-02,8,122228e9-4fc6-4674-b257-cf90262939ea
Nová vlna,Josef Mach – Tři mrtvoly ve sklepě a jiné | Povídka 1: Tři mrtvoly ve sklepě,a5e59038-113b-4d48-9f85-df2b6c4a90c8,2026-02,7,122228e9-4fc6-4674-b257-cf90262939ea
